title,releaseDate,retailPrice
Nike Cortez 72 Blue Ribbon Sports,2019-10-18 23:59:59,100.0
Nike Zoom Pegasus Turbo 2 Blue Ribbon Sports,2019-10-18 23:59:59,100.0
Air Force 1 Low NYC City of Athletes,2019-10-17 23:59:59,130.0
adidas Continental 80 Home of Classics Pack,2019-10-17 23:59:59,80.0
adidas Stan Smith Home of Classics Pack,2019-10-17 23:59:59,100.0
adidas Supercourt Home of Classics Pack,2019-10-17 23:59:59,90.0
adidas Rivalry Low Home of Classics Pack,2019-10-17 23:59:59,80.0
adidas Superstar Home of Classics Pack,2019-10-17 23:59:59,100.0
adidas AR Trainer Home of Classics Pack,2019-10-17 23:59:59,100.0
adidas Slamcourt Home of Classics Pack (W),2019-10-17 23:59:59,90.0
adidas 3MC Nora Vasconcellos Lavender (W),2019-10-17 23:59:59,65.0
Nike SB Zoom Bruin Black Bright Crimson,2019-10-17 23:59:59,75.0
adidas Speedfactory AM4 Washington Huskies,2019-10-16 23:59:59,150.0
Puma RS-X Tetris,2019-10-16 23:59:59,120.0
Puma RS 9.8 Tetris,2019-10-16 23:59:59,100.0
Puma RS-X Tetris (GS),2019-10-16 23:59:59,95.0
Ultraboost All Terrain Black Red Grey,2019-10-16 23:59:59,180.0
adidas Ozweego Grey Four (W),2019-10-15 23:59:59,110.0
Jordan 1 Mid Goose Feather Yellow (W),2019-10-15 23:59:59,110.0
Nike SB Blazer Mid Light British Tan,2019-10-15 23:59:59,85.0
Nike SB Dunk Low Island Green Gum,2019-10-15 23:59:59,95.0
adidas Campus 80s By Alex Nash,2019-10-15 23:59:59,216.0
adidas Campus 80s By Helen Kirkum,2019-10-15 23:59:59,196.0
adidas Campus 80s By Shun Hirose aka Recouture,2019-10-15 23:59:59,202.0
Jordan Alpha 360 Tr White Light Smoke Grey Black,2019-10-14 23:59:59,110.0
Jordan Alpha 360 Tr Black White,2019-10-14 23:59:59,110.0
Nike Drop Type Lx Triple White,2019-10-14 23:59:59,75.0
Nike D/MS/X Ghoswift White Black Dynamic Yellow,2019-10-14 23:59:59,100.0
Nike D/MS/X Ghoswift Black Deep Royal Blue Bright Crimson,2019-10-14 23:59:59,100.0
Air Max 97 Utility Black,2019-10-14 23:59:59,175.0
adidas Harden Vol. 4 Barbershop,2019-10-12 23:59:59,130.0
Air Max 90 The Basement Manchester,2019-10-12 23:59:59,140.0
Converse Chuck Taylor All-Star 70s Hi Golf le Fleur Flames,2019-10-12 23:59:59,100.0
adidas Novaturbo Gardening Club,2019-10-12 23:59:59,150.0
adidas Response Hoverturf GF6100LC Gardening Club,2019-10-12 23:59:59,160.0
adidas Response Hoverturf GF6100AM Gardening Club,2019-10-12 23:59:59,160.0
adidas ZX Torsion Packer Shoes Mega Violet,2019-10-12 23:59:59,150.0
adidas Consortium ZX Torsion Packer,2019-10-12 23:59:59,140.0
adidas NMD R1 Shoe Palace Black and Gold,2019-10-12 23:59:59,130.0
New Balance 878 Multi-Color (size? exclusive),2019-10-12 23:59:59,125.0
Nike SB Team Classic Antonio Durao,2019-10-12 23:59:59,65.0
Air Skarn Black University Gold,2019-10-12 23:59:59,120.0
Jordan 6 Retro Travis Scott,2019-10-11 23:59:59,250.0
Jordan 6 Retro Travis Scott (GS),2019-10-11 23:59:59,160.0
Jordan 6 Retro Travis Scott (TD),2019-10-11 23:59:59,60.0
Jordan 6 Retro Travis Scott (PS),2019-10-11 23:59:59,80.0
adidas Blackburn Spzl Collegiate Green,2019-10-11 23:59:59,120.0
adidas Torsion TRDC Norse Projects,2019-10-11 23:59:59,170.0
adidas Winterhill Spzl Brown,2019-10-11 23:59:59,180.0
adidas Training PT Album Covers Oasis Definitely Maybe,2019-10-11 23:59:59,98.0
adidas SL80 Spzl Collegiate Navy,2019-10-11 23:59:59,120.0
adidas Hoddlesden Spzl Brown,2019-10-11 23:59:59,130.0
adidas Training PT Album Covers,2019-10-11 23:59:59,98.0
Puma Cell Venom One Piece,2019-10-11 23:59:59,168.0
Air Max Tailwind 4 White Black Crimson Yellow,2019-10-11 23:59:59,140.0
Nike Shox BB4 Varsity Red (2019),2019-10-11 23:59:59,170.0
New Balance All Coasts 574 Topo Designs,2019-10-11 23:59:59,85.0
New Balance 997 Super Fabric,2019-10-11 23:59:59,210.0
New Balance 998 Super Fabric,2019-10-11 23:59:59,180.0
Nike React Sertu Blackened Blue,2019-10-11 23:59:59,150.0
Converse Chuck Taylor All-Star 70s Hi Patchwork Blocked Camo Black,2019-10-11 23:59:59,85.0
Nike Blazer Mid Sacai White Grey,2019-10-10 23:59:59,140.0
Jordan XXXIV White Black Red,2019-10-10 23:59:59,180.0
LeBron 17 Lakers,2019-10-10 23:59:59,200.0
adidas Ultra Boost 1.0 Solar Orange (2019),2019-10-10 23:59:59,180.0
adidas Pulseboost HD Winter Black Grey Solar Yellow,2019-10-10 23:59:59,140.0
adidas Pulseboost HD Winter Grey Black Pink (W),2019-10-10 23:59:59,140.0
Jordan 1 Low Triple Black (2019),2019-10-10 23:59:59,90.0
Air Force 1 Low Uninterrupted More Than an Athlete,2019-10-10 23:59:59,130.0
Nike Blazer Mid sacai Black Grey,2019-10-10 23:59:59,140.0
LeBron 17 Lakers (GS),2019-10-10 23:59:59,160.0
Air Force 1 Low Uninterrupted More Than an Athlete (TD),2019-10-10 23:59:59,65.0
Air Force 1 Low Uninterrupted More Than an Athlete (GS),2019-10-10 23:59:59,110.0
Air Force 1 Low Uninterrupted More Than an Athlete (PS),2019-10-10 23:59:59,75.0
Nike Zoom Pegasus 36 Trail Gore-tex Galactic Jade,2019-10-10 23:59:59,160.0
Nike Zoom Pegasus 36 Trail Gore-tex Black,2019-10-10 23:59:59,160.0
Nike React Sertu Multi-Color,2019-10-10 23:59:59,150.0
LeBron 17 Lakers (PS),2019-10-10 23:59:59,100.0
LeBron 17 Lakers (TD),2019-10-10 23:59:59,60.0
adidas Nite Jogger White Mountaineering White,2019-10-10 23:59:59,176.0
adidas Nite Jogger White Mountaineering Black,2019-10-10 23:59:59,176.0
adidas Speedfactory AM4 Greenhouse Canvas Hispanic Heritage Month Platanos,2019-10-10 23:59:59,150.0
adidas Speedfactory AM4 Greenhouse Canvas Hispanic Heritage Month Alsacia,2019-10-10 23:59:59,150.0
adidas Speedfactory AM4 Greenhouse Canvas Hispanic Heritage Month Mexico,2019-10-10 23:59:59,150.0
New Balance 997S Saffiano Leather Black,2019-10-10 23:59:59,130.0
New Balance X-90 Reformation White Yellow (W),2019-10-10 23:59:59,100.0
New Balance X-90 Reformation Pink (W),2019-10-10 23:59:59,100.0
New Balance 997S Saffiano Leather White,2019-10-10 23:59:59,130.0
New Balance 997W Reformation (W),2019-10-10 23:59:59,110.0
New Balance X-90 Reformation White Blue (W),2019-10-10 23:59:59,100.0
New Balance 574 Reformation (W),2019-10-10 23:59:59,80.0
New Balance 998 Tan,2019-10-10 23:59:59,180.0
Air VaporMax Plus Light Current Blue,2019-10-10 23:59:59,190.0
Nike Shox R4 Black Game Royal,2019-10-10 23:59:59,140.0
Air Max Tailwind 4 Soft Pink (W),2019-10-10 23:59:59,160.0
Nike Mars Yard Overshoe Tom Sachs (I),2019-10-09 23:59:59,55.0
Nike Mars Yard Tom Sachs (TD),2019-10-09 23:59:59,80.0
Nike Mars Yard Tom Sachs (I),2019-10-09 23:59:59,55.0
adidas Ultra Boost Black Gold,2019-10-09 23:59:59,180.0
Nike React Presto Seahorse,2019-10-09 23:59:59,120.0
Converse Cons Louie Lopez Pro Deep Emerald,2019-10-09 23:59:59,70.0
Converse Cons Louie Lopez Pro Grand Purple,2019-10-09 23:59:59,70.0
Converse Cons Louie Lopez Pro Polar Blue,2019-10-09 23:59:59,70.0
adidas ZX9000 Packer Shoes Meadow Violet,2019-10-08 23:59:59,140.0
Air Max 97 MSCHF x INRI Jesus Shoes,2019-10-08 23:59:59,1425.0
Nike Blazer Mid 77 Vintage Racer Blue,2019-10-08 23:59:59,100.0
New Balance 990v5 Tri-Color Greyscale,2019-10-07 23:59:59,175.0
Jordan 1 Jester XX Low Laced Trooper (W),2019-10-07 23:59:59,100.0
Nike Joyride CC3 Setter Sail Team Orange Sequoia,2019-10-07 23:59:59,180.0
Air Force 1 Low Wheat Black,2019-10-07 23:59:59,90.0
Jordan 9 Retro White Gym Red (GS),2019-10-05 23:59:59,140.0
Jordan 9 Retro White Gym Red,2019-10-05 23:59:59,190.0
Jordan 9 Retro White Gym Red (PS),2019-10-05 23:59:59,80.0
Jordan 9 Retro White Gym Red (TD),2019-10-05 23:59:59,60.0
New Balance MSRC White,2019-10-05 23:59:59,160.0
New Balance MSRC Dark Grey,2019-10-05 23:59:59,160.0
New Balance MSRC Black,2019-10-05 23:59:59,160.0
adidas POD-S3.1 Social Status beSocial Atlanta White,2019-10-05 23:59:59,200.0
Nike SB Dunk Low Ben-G,2019-10-05 23:59:59,100.0
adidas D.O.N. Issue #1 White Black Gold Metallic,2019-10-05 23:59:59,100.0
adidas Stan Smith Gore-tex White Green,2019-10-05 23:59:59,120.0
Jordan CP3.XII Corporate,2019-10-05 23:59:59,90.0
Puma Storm Les Benjamins,2019-10-05 23:59:59,120.0
Puma Cell-Alien Les Benjamins,2019-10-05 23:59:59,140.0
Puma RS-X Mid Les Benjamins,2019-10-05 23:59:59,150.0
Puma Thunder Disc Les Benjamins,2019-10-05 23:59:59,150.0
Puma Cali Maybelline (W),2019-10-05 23:59:59,100.0
Puma Nova Maybelline (W),2019-10-05 23:59:59,110.0
Vans Era Haven Olive,2019-10-05 23:59:59,115.0
Vans Era Haven Black,2019-10-05 23:59:59,115.0
Vans Sk8-Hi Haven Black,2019-10-05 23:59:59,135.0
Vans Sk8-Hi Haven Olive,2019-10-05 23:59:59,135.0
Air Max 90 The Basement Glasgow,2019-10-05 23:59:59,140.0
Nike ACG React Terra Gobe Ridgerock,2019-10-05 23:59:59,150.0
Nike ACG Zoom Terra Zaherra Aviator Grey Barely Volt,2019-10-05 23:59:59,180.0
Nike React Element 55 Denver Broncos,2019-10-05 23:59:59,140.0
Nike React Element 55 Pittsburgh Steelers,2019-10-05 23:59:59,140.0
Nike React Element 55 Oakland Raiders,2019-10-05 23:59:59,140.0
Nike React Element 55 New York Giants,2019-10-05 23:59:59,140.0
Nike React Element 55 New England Patriots,2019-10-05 23:59:59,140.0
Nike React Element 55 Atlanta Falcons,2019-10-05 23:59:59,140.0
Nike React Element 55 Green Bay Packers,2019-10-05 23:59:59,140.0
Nike React Element 55 Minnesota Vikings,2019-10-05 23:59:59,140.0
Nike React Element 55 Chicago Bears,2019-10-05 23:59:59,140.0
Nike React Element 55 Seattle Seahawks,2019-10-05 23:59:59,140.0
Nike React Element 55 Philadelphia Eagles,2019-10-05 23:59:59,140.0
Nike React Element 55 Dallas Cowboys,2019-10-05 23:59:59,140.0
Nike ACG Zoom Terra Zaherra Space Purple Blue Force,2019-10-05 23:59:59,180.0
Reebok Instapump Fury Boost Prototype,2019-10-05 23:59:59,200.0
New Balance CMT580 Beams x mita,2019-10-05 23:59:59,167.0
Nike React Element 55 Black Metallic Gold White,2019-10-05 23:59:59,130.0
Air Max 95 Utility Black Cool Grey,2019-10-05 23:59:59,175.0
Air Max 720 Light Soft Pink Coral Stardust (W),2019-10-05 23:59:59,180.0
Converse Chuck Taylor All-Star 70s Hi Patchwork Ripstop,2019-10-05 23:59:59,100.0
Jordan 12 Retro Sunrise (PS),2019-10-04 23:59:59,80.0
Jordan 12 Retro Sunrise (TD),2019-10-04 23:59:59,60.0
Jordan 12 Retro Sunrise (GS),2019-10-04 23:59:59,140.0
Vans Comfycush Authentic The Nightmare Before Christmas,2019-10-04 23:59:59,70.0
adidas Lxcon 94 size? exclusive,2019-10-04 23:59:59,123.0
Vans Era The Nightmare Before Christmas,2019-10-04 23:59:59,65.0
Vans Old Skool The Nightmare Before Christmas,2019-10-04 23:59:59,70.0
Vans Sk8-Hi The Nightmare Before Christmas,2019-10-04 23:59:59,75.0
Vans Slip-On The Nightmare Before Christmas Glow (Kids),2019-10-04 23:59:59,45.0
Vans Slip-On Lace The Nightmare Before Christmas,2019-10-04 23:59:59,65.0
Vans Sk8-Hi The Nightmare Before Christmas Sally,2019-10-04 23:59:59,75.0
Vans Slip-On The Nightmare Before Christmas,2019-10-04 23:59:59,70.0
Vans Era Stacked The Nightmare Before Christmas,2019-10-04 23:59:59,85.0
Vans Era Elastic Lace The Nightmare Before Christmas (TD),2019-10-04 23:59:59,40.0
Vans Sk8-Hi Zip The Nightmare Before Christmas (PS),2019-10-04 23:59:59,55.0
Vans Sk8-Hi Zip The Nightmare Before Christmas (TD),2019-10-04 23:59:59,50.0
Vans Era The Nightmare Before Christmas (PS),2019-10-04 23:59:59,45.0
Vans Era The Nightmare Before Christmas Sally (PS),2019-10-04 23:59:59,45.0
Vans Slide-On The Nightmare Before Christmas,2019-10-04 23:59:59,45.0
Vans Era Elastic Lace The Nightmare Before Christmas Sally (TD),2019-10-04 23:59:59,40.0
Vans Slip-On V The Nightmare Before Christmas (TD),2019-10-04 23:59:59,45.0
Vans Sk8-Hi Zip The Nightmare Before Christmas Sally (PS),2019-10-04 23:59:59,55.0
Vans Slide-On The Nightmare Before Christmas (Kids),2019-10-04 23:59:59,32.0
Nike Adapt BB Multi-Color (US Charger),2019-10-04 23:59:59,350.0
Nike Outburst Comme des Garcons Black (W),2019-10-04 23:59:59,270.0
Nike React Element 55 Kentucky,2019-10-04 23:59:59,140.0
Nike React Element 55 Penn State,2019-10-04 23:59:59,140.0
Nike React Element 55 Oregon,2019-10-04 23:59:59,140.0
Nike React Element 55 Texas,2019-10-04 23:59:59,140.0
Nike React Element 55 Michigan State,2019-10-04 23:59:59,140.0
Nike React Element 55 OSU,2019-10-04 23:59:59,140.0
Nike React Element 55 FSU,2019-10-04 23:59:59,140.0
Nike React Element 55 Florida,2019-10-04 23:59:59,140.0
Nike React Element 55 Alabama,2019-10-04 23:59:59,140.0
Nike React Element 55 Georgia,2019-10-04 23:59:59,140.0
Nike React Element 55 Clemson,2019-10-04 23:59:59,140.0
Nike React Element 55 UNC,2019-10-04 23:59:59,140.0
Nike React Element 55 USC,2019-10-04 23:59:59,140.0
Nike React Element 55 Michigan,2019-10-04 23:59:59,140.0
Nike React Element 55 Tennessee,2019-10-04 23:59:59,140.0
adidas Blackburn Spzl Nightsafe,2019-10-04 23:59:59,125.0
Jordan 1 Mid Sunrise (GS),2019-10-04 23:59:59,90.0
LeBron 17 Black White (GS),2019-10-03 23:59:59,160.0
LeBron 17 Black White,2019-10-03 23:59:59,200.0
Air Force 1 Shadow Phantom (W),2019-10-03 23:59:59,110.0
Air Force 1 Shadow Mystic Navy (W),2019-10-03 23:59:59,110.0
adidas Ultra Boost Solar Yellow (2019),2019-10-03 23:59:59,180.0
adidas Nite Jogger 3M Black,2019-10-03 23:59:59,140.0
adidas Nite Jogger 3M Core Black Crystal White,2019-10-03 23:59:59,130.0
adidas Nite Jogger 3M Grey Three,2019-10-03 23:59:59,130.0
adidas Nite Jogger 3M Collegiate Burgundy,2019-10-03 23:59:59,130.0
adidas Nite Jogger 3M Cloud White,2019-10-03 23:59:59,130.0
adidas Nite Jogger 3M Vapour Pink (W),2019-10-03 23:59:59,130.0
adidas Nite Jogger 3M Raw White (W),2019-10-03 23:59:59,130.0
adidas Nite Jogger 3M Core Black,2019-10-03 23:59:59,140.0
adidas Nite Jogger 3M Core Black Carbon (W),2019-10-03 23:59:59,130.0
Jordan Why Not Zer0.2 SE Black Crimson Amarillo (GS),2019-10-03 23:59:59,85.0
Air Force 1 Shadow Pale Ivory (W),2019-10-03 23:59:59,110.0
Air Force 1 Shadow Triple White (W),2019-10-03 23:59:59,110.0
Air Zoom Pegasus 36 Cody Hudson Multi,2019-10-03 23:59:59,130.0
Nike Epic Phantom React Cody Hudson,2019-10-03 23:59:59,170.0
Air Force 1 Shadow Triple Black (W),2019-10-03 23:59:59,110.0
Air Force 1 Shadow Wolf Grey Lavender Mist (W),2019-10-03 23:59:59,110.0
LeBron 17 Black White (PS),2019-10-03 23:59:59,100.0
Air Max Tailwind 4 Tokyo,2019-10-03 23:59:59,160.0
Air Force 1 High NBA Celtics,2019-10-03 23:59:59,110.0
LeBron 17 Black White (TD),2019-10-03 23:59:59,60.0
Nike Free TR 3 MMW Camo,2019-10-03 23:59:59,417.0
Nike Mercurial Dream Speed Blue Void (GS),2019-10-03 23:59:59,185.0
Nike Mercurial Dream Speed Blue Void,2019-10-03 23:59:59,295.0
adidas Ultra Boost All Terrain Shock Red Yellow,2019-10-02 23:59:59,180.0
Nike Blazer Mid VNTG Snakeskin,2019-10-01 23:59:59,100.0
Nike React Presto Black Cat,2019-10-01 23:59:59,120.0
Air Max Tailwind 4 Black White,2019-10-01 23:59:59,160.0
Air Max 270 React Hip Hop Triple Black,2019-10-01 23:59:59,150.0
Air Max 90 South Beach Pink Teal,2019-10-01 23:59:59,110.0
Air Force 1 High Flax (2019),2019-10-01 23:59:59,130.0
Jordan Proto Max 720 Johnny Kilroy,2019-10-01 23:59:59,200.0
Jordan Proto React Red Black,2019-10-01 23:59:59,150.0
Jordan Proto React Wolf Grey Total Orange,2019-10-01 23:59:59,150.0
Jordan Proto Max 720 Black Gum,2019-10-01 23:59:59,200.0
Jordan 1 Low Slip Shadow (W),2019-10-01 23:59:59,90.0
Vans Slip-On Ghostly,2019-10-01 23:59:59,65.0
Vans Sk8-Hi Ghostly,2019-10-01 23:59:59,75.0
Nike Kyrie Low 2 Multi-Color,2019-10-01 23:59:59,110.0
Nike SB Dunk High Baroque Brown,2019-10-01 23:59:59,100.0
Air VaporMax 2019 Dark Team Red University Red,2019-10-01 23:59:59,190.0
KD 12 Black Cool Grey,2019-10-01 23:59:59,150.0
Nike PG 3 Diamond,2019-10-01 23:59:59,110.0
Nike Kyrie Low 2 Black Metallic Silver,2019-10-01 23:59:59,110.0
Nike Shox TL Python Pony,2019-10-01 23:59:59,170.0
Air Max 2 Light Black White Mesh,2019-10-01 23:59:59,140.0
Nike CruzrOne Pistachio Frost,2019-10-01 23:59:59,150.0
Kyrie 5 Graffiti (GS),2019-10-01 23:59:59,110.0
Nike CruzrOne Coastal Blue,2019-10-01 23:59:59,150.0
Nike CruzrOne Triple Black,2019-10-01 23:59:59,150.0
adidas NMD R1 Cloud White Solar Red,2019-10-01 23:59:59,130.0
adidas NMD R1 Outdoor Pack Ash Silver (W),2019-10-01 23:59:59,130.0
adidas NMD R1 Outdoor Pack Core Black,2019-10-01 23:59:59,130.0
adidas NMD R1 Outdoor Pack Cloud White,2019-10-01 23:59:59,130.0
adidas NMD R1 Ash Silver Purple Beauty (W),2019-10-01 23:59:59,130.0
adidas NMD R1 Outdoor Pack Orchid Tint (W),2019-10-01 23:59:59,130.0
adidas LXCON 94 Hi-Res Aqua,2019-10-01 23:59:59,140.0
adidas NMD R1 Black Vapour Pink,2019-10-01 23:59:59,130.0
adidas NMD R1 Orchid Tint Chalk Purple (W),2019-10-01 23:59:59,130.0
Converse Chuck Taylor All-Star 70s Hi Batman 80th Anniversary White,2019-10-01 23:59:59,100.0
Converse Chuck Taylor All-Star 70s Hi Batman 80th Anniversary Black,2019-10-01 23:59:59,100.0
Jordan 11 Crib Bootie 72-10 (TD),2019-10-01 23:59:59,55.0
adidas Tyshawn Cloud White Scarlet,2019-10-01 23:59:59,85.0
adidas Tactical Lexicon Adv Boot White Black Collegiate Green,2019-10-01 23:59:59,350.0
adidas Continental Vulc Pink Animal (W),2019-10-01 23:59:59,65.0
Vans Era MoMa,2019-10-01 23:59:59,80.0
Air Force 1 Vandalized Sail Mystic Green (W),2019-10-01 23:59:59,110.0
Air Force 1 Vandalized Sail Chrome Yellow (W),2019-10-01 23:59:59,110.0
Air Max 90 Essential Black Gold,2019-10-01 23:59:59,110.0
Air Max 98 South Beach (W),2019-10-01 23:59:59,160.0
Nike LeBron Soldier 13 SFG Triple Black,2019-10-01 23:59:59,140.0
Nike LeBron Soldier 13 Voltage Purple,2019-10-01 23:59:59,140.0
Air Max 98 Highlighter,2019-10-01 23:59:59,160.0
Air Max 97 Platinum Black Aurora Green (W),2019-10-01 23:59:59,160.0
Air Max 95 Triple Red,2019-10-01 23:59:59,160.0
Air Max Plus Decon Orange,2019-10-01 23:59:59,180.0
Air Max Plus Decon Black,2019-10-01 23:59:59,180.0
New Balance 990v5 Junya Watanabe,2019-10-01 23:59:59,365.0
New Balance 574 Junya Watanabe,2019-10-01 23:59:59,180.0
Nike Drop Type Mid Bicycle Yellow,2019-10-01 23:59:59,85.0
Nike Drop Type Lx Bicycle Yellow,2019-10-01 23:59:59,75.0
Nike Drop Type Mid Summit White Alabaster,2019-10-01 23:59:59,85.0
Nike Metcon 5 Night Time Shine,2019-10-01 23:59:59,140.0
Nike React Element 55 Volt Dark Grey Photo Blue,2019-10-01 23:59:59,130.0
Air VaporMax Flyknit 3 Black Multi-Color (W),2019-10-01 23:59:59,190.0
Nike React Element 55 Guava Ice Vast Grey Lucid Green,2019-10-01 23:59:59,130.0
Air Max Tailwind 4 Black Coral Stardust (W),2019-10-01 23:59:59,160.0
Nike Metcon 5 Night Time Shine (W),2019-10-01 23:59:59,140.0
Nike SB Nyjah Free Black Tropical Twist,2019-10-01 23:59:59,95.0
Nike SB Nyjah Free Jade Horizon,2019-10-01 23:59:59,95.0
Air Force 1 Sage Low Coral Stardust (W),2019-10-01 23:59:59,100.0
Nike Blazer Mid 77 Vintage White Snakeskin,2019-10-01 23:59:59,100.0
New Balance 997 Nimbus Cloud Light Reef,2019-10-01 23:59:59,210.0
Air Jordan 1 High OG Bloodline White (GS),2019-10-01 23:59:59,160.0
Asics Gel-Quantum 360 5 Trail Graphite Grey,2019-10-01 23:59:59,150.0
Asics Gel-Kayano 5 360 Cream Rich Gold,2019-10-01 23:59:59,160.0
Asics Gel-Nepxa Kiko Kostadinov Red,2019-10-01 23:59:59,240.0
Asics Gel-Bnd Red Black,2019-10-01 23:59:59,90.0
Asics Gel-Nepxa Kiko Kostadinov Black,2019-10-01 23:59:59,240.0
adidas ZX Torsion Boost Parley Linen,2019-09-30 23:59:59,150.0
adidas ZX Torsion Boost Parley Hi-Res Aqua,2019-09-30 23:59:59,150.0
adidas ZX Torsion Boost Parley Semi Solar Green,2019-09-30 23:59:59,150.0
adidas Samba RM Miami,2019-09-30 23:59:59,120.0
Nike Zoom Moc Black Orange Purple,2019-09-30 23:59:59,160.0
Air Max 95 Christmas Sweater (GS),2019-09-30 23:59:59,110.0
Air Max 97 Winter Utility,2019-09-30 23:59:59,160.0
Converse Chuck Taylor All-Star 70s Hi Blocked Camo,2019-09-30 23:59:59,85.0
Air Max 90 New Species,2019-09-28 23:59:59,160.0
New Balance 997S Bodega No Bad Days,2019-09-28 23:59:59,160.0
Jordan 1 Retro High First Class Flight,2019-09-28 23:59:59,160.0
adidas Yeezy Boost 700 Hospital Blue,2019-09-28 23:59:59,300.0
adidas Yeezy Boost 700 V2 Hospital Blue,2019-09-28 23:59:59,300.0
Air Force 1 Low QS Black White,2019-09-28 23:59:59,130.0
Nike React Element 87 Sneakerroom Breast Cancer Awareness Pink,2019-09-28 23:59:59,250.0
Air Max FF 720 Night Maroon Indigo Fog (W),2019-09-28 23:59:59,225.0
Air Max FF 720 Medium Olive Light Bone (W),2019-09-28 23:59:59,225.0
Nike React Element 87 Sneakerroom Breast Cancer Awareness White,2019-09-28 23:59:59,500.0
Nike React Element 87 Sneakerroom Breast Cancer Awareness Swarovski,2019-09-28 23:59:59,1000.0
adidas Rivalry Lo Social Status King Peach,2019-09-28 23:59:59,90.0
adidas Pharrell Tennis Hu Human Made White Red,2019-09-28 23:59:59,130.0
adidas LXCON Big Logo White Solar Red,2019-09-28 23:59:59,120.0
Jordan 1 Mid Obsidian Sanded Purple,2019-09-28 23:59:59,110.0
Jordan 1 Mid Sanded Purple (GS),2019-09-28 23:59:59,90.0
Nike Zoom Freak 1 Greece,2019-09-27 23:59:59,120.0
LeBron 17 Future Air,2019-09-27 23:59:59,200.0
Nike Joyride Flyknit OBJ Odell Beckham Jr Bright Crimson Blue Hero,2019-09-27 23:59:59,200.0
Nike Zoom Freak 1 Black Multi Photo Blue,2019-09-27 23:59:59,120.0
Nike Joyride Flyknit OBJ Odell Beckham Jr Atmosphere Grey Lime Blast,2019-09-27 23:59:59,200.0
LeBron 17 Future Air (GS),2019-09-27 23:59:59,160.0
Nike Zoom Freak 1 Black Multi Photo Blue (GS),2019-09-27 23:59:59,100.0
adidas Type O1-S OAMC Medical Green,2019-09-27 23:59:59,280.0
Reebok Instapump Fury Icons Pack Shaq Attaq,2019-09-27 23:59:59,180.0
Reebok Instapump Fury Icons Pack Court Victory,2019-09-27 23:59:59,180.0
Reebok Instapump Fury Icons Pack Running Dual,2019-09-27 23:59:59,180.0
Reebok Instapump Fury Icons Pack Omni Lite,2019-09-27 23:59:59,180.0
Air Max Tailwind 4 Deep Green,2019-09-27 23:59:59,160.0
Nike SB Zoom Stefan Janoski Slip Mid RM Light Tan,2019-09-27 23:59:59,110.0
Nike React Ianga Club Gold,2019-09-27 23:59:59,130.0
Converse MC Hi East Village Explorer,2019-09-27 23:59:59,100.0
Converse Chuck Taylor All-Star 70s Bosey Sneakerboot East Village Explorer,2019-09-27 23:59:59,100.0
Converse Pro Leather Ibn Jasper,2019-09-26 23:59:59,120.0
Puma LQD CELL Omega Helly Hansen,2019-09-26 23:59:59,140.0
Puma Nitefox Helly Hansen,2019-09-26 23:59:59,150.0
Air Max 95 SP Multicolor,2019-09-26 23:59:59,180.0
Air Max 200 Multicolor,2019-09-26 23:59:59,140.0
Air Zoom Pegasus 36 Trail Gyakusou Yellow,2019-09-26 23:59:59,160.0
Air Zoom Pegasus 36 Trail Gyakusou Red,2019-09-26 23:59:59,160.0
Nike PG 3 Team Wolf Grey,2019-09-26 23:59:59,110.0
New Balance 997 J. Crew Wild Nature Pack Grizzly Bear,2019-09-26 23:59:59,220.0
New Balance 997 J. Crew Wild Nature Pack Rattlesnake,2019-09-26 23:59:59,220.0
Jordan 1 Retro High First Class Flight (GS),2019-09-26 23:59:59,120.0
Reebok NPC II size? Mix Up,2019-09-26 23:59:59,93.0
adidas Streetball White Black Orange,2019-09-26 23:59:59,110.0
adidas Ozweego Desert Rat (W),2019-09-26 23:59:59,110.0
adidas Ultra Boost 19 White Black Volt,2019-09-26 23:59:59,180.0
Vans City TRL Turtledove,2019-09-26 23:59:59,110.0
Vans City TRL Marshmallow,2019-09-26 23:59:59,110.0
Vans City TRL Grape Leaf,2019-09-26 23:59:59,110.0
Vans City TRL Black White,2019-09-26 23:59:59,110.0
Kyrie 5 Team University Red White,2019-09-26 23:59:59,130.0
Kyrie 5 Team Black White,2019-09-26 23:59:59,130.0
Nike PG 3 Team Black White,2019-09-26 23:59:59,110.0
Nike PG 3 Team White Black,2019-09-26 23:59:59,110.0
Kyrie 5 Team Midnight Navy White,2019-09-26 23:59:59,130.0
Kyrie 5 Team Game Royal White,2019-09-26 23:59:59,130.0
Kyrie 5 Team Wolf Grey Black,2019-09-26 23:59:59,130.0
Kyrie 5 Team White Black,2019-09-26 23:59:59,130.0
Nike PG 3 Team University Red White,2019-09-26 23:59:59,110.0
Air Max Plus Yellow Snakeskin,2019-09-26 23:59:59,160.0
Air Max Plus Vibrant Tropical,2019-09-26 23:59:59,160.0
Jordan XXXIV Blue Void,2019-09-25 23:59:59,180.0
Air VaporMax Plus Black Noble Red,2019-09-25 23:59:59,190.0
adidas Solar Hu Glide Human Made White Red,2019-09-25 23:59:59,180.0
adidas Speedfactory AM4 UB Paris,2019-09-25 23:59:59,150.0
Converse Jack Purcell Jenkem,2019-09-25 23:59:59,75.0
Jordan Jumpman 2020 Particle Grey,2019-09-25 23:59:59,110.0
