id,brand,colorway,gender,releaseDate,retailPrice,title,year
bf583fea-3045-4728-82ea-6a8a4a85d164,Nike,White/Black-Bright Crimson-Green Strike,men,2020-01-30 23:59:59,120.0,Air Max 200 Blueprint,2020
38c5ac5f-0c03-46d1-8e0e-0f224325173d,adidas,Cloud White/Cloud White/Blue Spirit,men,2020-01-30 23:59:59,220.0,adidas 4D Run 1.0 Parley,2020
323f9061-b56e-4755-b563-541e132208cd,adidas,Cloud White/Off White/Supplier Colour,men,2020-01-30 23:59:59,140.0,adidas Stan Smith Human Made,2020
52900e8b-3e16-4cd7-810c-dad7cbad93f9,adidas,Collegiate Green/Cloud White/Gum,men,2020-01-30 23:59:59,70.0,adidas Matchbreak Super Collegiate Green,2020
9579a9d7-5285-4d48-a214-ee66b5d4f078,Nike,Green/Orange-Black,men,2020-01-29 23:59:59,140.0,Air Barrage Mid Super Bowl LIV,2020
0ce627cf-bb3b-43c5-a33d-e602cd1a3c86,Nike,Black/Pink Blast-Infinite Gold,men,2020-01-29 23:59:59,130.0,Air Barrage Low Super Bowl LIV,2020
f77ae071-2fb5-4247-b2c7-88cd3ec07b0a,Nike,Vast Grey/Electric Green-White-Off Noir,men,2020-01-29 23:59:59,200.0,Air VaporMax Flyknit 3 Vast Grey Electric Green,2020
5d9f3651-70e8-4bc1-94b6-71946f6fbbea,New Balance,Multi/Multi,men,2020-01-29 23:59:59,200.0,New Balance 577 Multi,2020
04a9542a-fa62-41aa-b906-a2f790c2537c,Nike,White/Black-White,men,2020-01-28 23:59:59,180.0,Nike React Presto Undercover White,2020
b1e84147-f8a2-4b9b-856e-9007f7b9c550,Nike,Black/White-Black-Black,men,2020-01-28 23:59:59,180.0,Nike React Presto Undercover Black,2020
4eeb6be6-0d55-4cfd-beba-1fda3d676ec2,Nike,Mahogany/White-Pueblo Brown-String,men,2020-01-28 23:59:59,180.0,Nike React Presto Undercover Mahogany,2020
c196836c-a712-4b6f-bddb-eb2b00c6bcd4,Nike,Summit White/Grass/Metallic Silver/Speed Yellow,men,2020-01-28 23:59:59,190.0,Air Max 97 G Grass,2020
07c9b33e-433b-47af-8f59-7539eed2b404,New Balance,Molten Lava/Fireball,men,2020-01-28 23:59:59,175.0,New Balance 990v5 Molten Lava,2020
